2,1,15,372,359,179,-1,-1,-1,-1
2,2,521,507,122,67,-1,-1,-1,-1
2,3,57,556,167,97,-1,-1,-1,-1
2,4,935,333,58,38,-1,-1,-1,-1
2,5,821,320,65,39,-1,-1,-1,-1
2,6,708,322,68,38,-1,-1,-1,-1
2,7,1175,188,57,27,-1,-1,-1,-1
2,8,49,318,102,46,-1,-1,-1,-1
2,9,1065,412,214,71,-1,-1,-1,-1
2,10,964,670,108,48,-1,-1,-1,-1
2,11,1012,454,129,74,-1,-1,-1,-1
2,12,865,191,29,23,-1,-1,-1,-1
2,13,1012,276,74,41,-1,-1,-1,-1
2,14,24,209,63,30,-1,-1,-1,-1
3,1,16,373,357,177,-1,-1,-1,-1
3,2,528,507,124,67,-1,-1,-1,-1
3,3,66,551,167,98,-1,-1,-1,-1
3,4,932,331,58,38,-1,-1,-1,-1
3,5,818,318,65,39,-1,-1,-1,-1
3,6,705,321,66,37,-1,-1,-1,-1
3,7,1175,188,57,27,-1,-1,-1,-1
3,8,43,319,101,46,-1,-1,-1,-1
3,9,1055,412,224,74,-1,-1,-1,-1
3,10,973,673,99,45,-1,-1,-1,-1
3,11,1002,453,127,73,-1,-1,-1,-1
3,12,867,191,28,22,-1,-1,-1,-1
3,13,1013,276,74,41,-1,-1,-1,-1
3,14,23,207,65,31,-1,-1,-1,-1
4,1,16,373,356,177,-1,-1,-1,-1
4,2,534,507,124,68,-1,-1,-1,-1
4,3,80,551,159,94,-1,-1,-1,-1
4,4,930,329,56,37,-1,-1,-1,-1
4,5,814,317,66,39,-1,-1,-1,-1
4,6,701,319,66,37,-1,-1,-1,-1
4,7,1175,188,57,27,-1,-1,-1,-1
4,8,37,319,106,48,-1,-1,-1,-1
4,9,1045,411,234,80,-1,-1,-1,-1
4,11,994,451,127,73,-1,-1,-1,-1
4,12,869,190,27,22,-1,-1,-1,-1
4,14,23,207,65,31,-1,-1,-1,-1
5,1,14,372,359,179,-1,-1,-1,-1
5,2,544,506,125,69,-1,-1,-1,-1
5,3,94,551,155,91,-1,-1,-1,-1
5,4,926,327,57,38,-1,-1,-1,-1
5,5,811,314,65,40,-1,-1,-1,-1
5,6,696,318,66,37,-1,-1,-1,-1
5,7,1175,188,57,27,-1,-1,-1,-1
